taxon_id,call_type,region,season,source_url,creator,license,attribution,quality_status,reference_set_version,embedding_model_version,xc_id,duration
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/409337/download,Guy Kirwan,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Guy Kirwan via xeno-canto.org (XC409337), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,409337,0:08
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/409278/download,Guy Kirwan,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Guy Kirwan via xeno-canto.org (XC409278), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,409278,0:54
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/409025/download,Guy Kirwan,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Guy Kirwan via xeno-canto.org (XC409025), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,409025,0:38
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/332823/download,Jim Holmes,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Jim Holmes via xeno-canto.org (XC332823), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,332823,0:44
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/332818/download,Jim Holmes,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Jim Holmes via xeno-canto.org (XC332818), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,332818,0:08
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/332817/download,Jim Holmes,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Jim Holmes via xeno-canto.org (XC332817), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,332817,0:04
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/295956/download,Tom Beeke,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Tom Beeke via xeno-canto.org (XC295956), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,295956,0:22
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/200439/download,Meena Haribal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Meena Haribal via xeno-canto.org (XC200439), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,200439,2:38
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/194692/download,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Ross Gallardy via xeno-canto.org (XC194692), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,194692,0:52
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/194691/download,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Ross Gallardy via xeno-canto.org (XC194691), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,194691,0:14
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/194690/download,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Ross Gallardy via xeno-canto.org (XC194690), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,194690,0:20
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/194689/download,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Ross Gallardy via xeno-canto.org (XC194689), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,194689,1:13
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/194380/download,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Ross Gallardy via xeno-canto.org (XC194380), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,194380,0:01
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/179487/download,Patrick Blake,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Patrick Blake via xeno-canto.org (XC179487), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,179487,1:26
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/175796/download,Stuart Fisher,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Stuart Fisher via xeno-canto.org (XC175796), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,175796,0:33
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/175795/download,Stuart Fisher,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Stuart Fisher via xeno-canto.org (XC175795), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,175795,1:00
taxon-hypsipetes-amaurotis,call,South Korea,,https://xeno-canto.org/1097341/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC1097341), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1097341,0:11
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/1016605/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC1016605), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1016605,1:27
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/915193/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC915193), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,915193,0:06
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/915178/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC915178), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,915178,0:38
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/915177/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC915177), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,915177,0:12
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/915062/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC915062), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,915062,0:06
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/891344/download,Dave GUO,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Dave GUO via xeno-canto.org (XC891344), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,891344,0:28
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/891338/download,Dave GUO,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Dave GUO via xeno-canto.org (XC891338), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,891338,0:11
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/841024/download,GABRIEL LEITE,https://creativecommons.org/licenses/by-nc-sa/4.0/,"GABRIEL LEITE via xeno-canto.org (XC841024), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,841024,0:16
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/841023/download,GABRIEL LEITE,https://creativecommons.org/licenses/by-nc-sa/4.0/,"GABRIEL LEITE via xeno-canto.org (XC841023), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,841023,0:27
taxon-hypsipetes-amaurotis,call,Japan,,https://xeno-canto.org/840300/download,Burooj Ghani,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Burooj Ghani via xeno-canto.org (XC840300), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,840300,0:03
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/838644/download,Bo Shunqi 薄顺奇,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Bo Shunqi 薄顺奇 via xeno-canto.org (XC838644), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,838644,0:11
taxon-hypsipetes-amaurotis,call,Taiwan,,https://xeno-canto.org/797784/download,Chi-Hsuan Shao,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Chi-Hsuan Shao via xeno-canto.org (XC797784), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,797784,0:53
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/797715/download,Dave GUO,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Dave GUO via xeno-canto.org (XC797715), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,797715,2:03
taxon-hypsipetes-amaurotis,call,China,,https://xeno-canto.org/797713/download,Dave GUO,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Dave GUO via xeno-canto.org (XC797713), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,797713,0:48
taxon-passer-montanus,call,Spain,,https://xeno-canto.org/1157664/download,João Ferreira Tomás,https://creativecommons.org/licenses/by-nc-sa/4.0/,"João Ferreira Tomás via xeno-canto.org (XC1157664), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1157664,0:47
taxon-passer-montanus,call,Sweden,,https://xeno-canto.org/1146588/download,Louis-Marie Gourmelon,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Louis-Marie Gourmelon via xeno-canto.org (XC1146588), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1146588,0:39
taxon-passer-montanus,call,Austria,,https://xeno-canto.org/1140331/download,Walter Wallner,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Walter Wallner via xeno-canto.org (XC1140331), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1140331,1:21
taxon-passer-montanus,call,Austria,,https://xeno-canto.org/1139418/download,Walter Wallner,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Walter Wallner via xeno-canto.org (XC1139418), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1139418,0:54
taxon-passer-montanus,call,United Kingdom,,https://xeno-canto.org/1138885/download,Simon Gillings,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Simon Gillings via xeno-canto.org (XC1138885), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1138885,2:13
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/1133464/download,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Beatrix Saadi-Varchmin via xeno-canto.org (XC1133464), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1133464,2:02
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/1133463/download,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Beatrix Saadi-Varchmin via xeno-canto.org (XC1133463), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1133463,2:31
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/1133462/download,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Beatrix Saadi-Varchmin via xeno-canto.org (XC1133462), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1133462,0:58
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/1133448/download,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Beatrix Saadi-Varchmin via xeno-canto.org (XC1133448), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1133448,0:22
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/1133437/download,Beatrix Saadi-Varchmin,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Beatrix Saadi-Varchmin via xeno-canto.org (XC1133437), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1133437,0:46
taxon-passer-montanus,call,Poland,,https://xeno-canto.org/1104910/download,Romuald Mikusek,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Romuald Mikusek via xeno-canto.org (XC1104910), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1104910,0:34
taxon-passer-montanus,call,Finland,,https://xeno-canto.org/1094306/download,Hannu Varkki,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Hannu Varkki via xeno-canto.org (XC1094306), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1094306,0:14
taxon-passer-montanus,call,Sweden,,https://xeno-canto.org/1085919/download,Petter Westberg,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Petter Westberg via xeno-canto.org (XC1085919), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1085919,0:31
taxon-passer-montanus,call,Georgia,,https://xeno-canto.org/1062520/download,János Schadl,https://creativecommons.org/licenses/by-nc-sa/4.0/,"János Schadl via xeno-canto.org (XC1062520), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1062520,0:12
taxon-passer-montanus,call,Poland,,https://xeno-canto.org/1029103/download,Romuald Mikusek,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Romuald Mikusek via xeno-canto.org (XC1029103), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1029103,0:12
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/1027901/download,Richard E. Webster,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Richard E. Webster via xeno-canto.org (XC1027901), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1027901,2:11
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/1027898/download,Richard E. Webster,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Richard E. Webster via xeno-canto.org (XC1027898), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,1027898,1:11
taxon-passer-montanus,call,Spain,,https://xeno-canto.org/997051/download,João Tomás,https://creativecommons.org/licenses/by-nc-sa/4.0/,"João Tomás via xeno-canto.org (XC997051), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,997051,2:07
taxon-passer-montanus,call,Slovenia,,https://xeno-canto.org/990523/download,João Tomás,https://creativecommons.org/licenses/by-nc-sa/4.0/,"João Tomás via xeno-canto.org (XC990523), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,990523,1:21
taxon-passer-montanus,call,Slovakia,,https://xeno-canto.org/966257/download,Vladimír Nemček,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Vladimír Nemček via xeno-canto.org (XC966257), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,966257,1:05
taxon-passer-montanus,call,Spain,,https://xeno-canto.org/966188/download,João Tomás,https://creativecommons.org/licenses/by-nc-sa/4.0/,"João Tomás via xeno-canto.org (XC966188), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,966188,0:50
taxon-passer-montanus,call,Turkey,,https://xeno-canto.org/964945/download,András Schmidt,https://creativecommons.org/licenses/by-nc-sa/4.0/,"András Schmidt via xeno-canto.org (XC964945), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,964945,0:00
taxon-passer-montanus,call,Norway,,https://xeno-canto.org/936173/download,Stein Ø. Nilsen,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Stein Ø. Nilsen via xeno-canto.org (XC936173), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,936173,2:44
taxon-passer-montanus,call,Poland,,https://xeno-canto.org/924137/download,Grzegorz Lorek,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Grzegorz Lorek via xeno-canto.org (XC924137), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,924137,3:12
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/899208/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899208), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899208,0:50
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/899207/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899207), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899207,0:23
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/899206/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899206), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899206,1:28
taxon-passer-montanus,call,China,,https://xeno-canto.org/899199/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899199), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899199,0:15
taxon-passer-montanus,call,China,,https://xeno-canto.org/899193/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899193), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899193,0:57
taxon-passer-montanus,call,China,,https://xeno-canto.org/899188/download,Geoff Carey,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Geoff Carey via xeno-canto.org (XC899188), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,899188,0:28
taxon-passer-montanus,call,Czech Republic,,https://xeno-canto.org/896245/download,Latal,https://creativecommons.org/licenses/by/4.0/,"Latal via xeno-canto.org (XC896245), https://creativecommons.org/licenses/by/4.0/",pending,v1,,896245,3:37
taxon-passer-montanus,call,Mongolia,,https://xeno-canto.org/833576/download,Martin Billard,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Martin Billard via xeno-canto.org (XC833576), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,833576,0:18
taxon-passer-montanus,call,Japan,,https://xeno-canto.org/822131/download,Markus Jacobs,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Markus Jacobs via xeno-canto.org (XC822131), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,822131,3:10
taxon-passer-montanus,call,Estonia,,https://xeno-canto.org/814640/download,Uku Paal,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Uku Paal via xeno-canto.org (XC814640), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,814640,0:59
taxon-passer-montanus,call,China,,https://xeno-canto.org/804460/download,Bo Shunqi 薄顺奇,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Bo Shunqi 薄顺奇 via xeno-canto.org (XC804460), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,804460,0:09
taxon-passer-montanus,call,Hungary,,https://xeno-canto.org/770222/download,Michel Veldt,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Michel Veldt via xeno-canto.org (XC770222), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,770222,7:59
taxon-passer-montanus,call,Germany,,https://xeno-canto.org/758175/download,W. Agster,https://creativecommons.org/licenses/by-nc-sa/4.0/,"W. Agster via xeno-canto.org (XC758175), https://creativecommons.org/licenses/by-nc-sa/4.0/",pending,v1,,758175,0:10
